"tourney_name","match_id","surface","name","hand","rank","round","ace","df","svpt","1stIn","1stWon","2ndWon","SvGms","bpSaved","bpFaced","winner","diff_ace","diff_df","diff_svpt","diff_1stIn","diff_1stWon","diff_2ndWon","diff_SvGms","diff_bpSaved","diff_bpFaced"
"Shanghai Masters","2015-5014:37","Hard","Kei Nishikori","R",6,"R32",5,5,69,42,35,13,13,0,2,1,-14,-1,-43,-27,-12,-9,-1,-10,-10
"Shanghai Masters","2015-5014:38","Hard","Kevin Anderson","R",10,"R32",15,1,68,45,38,14,11,1,1,1,11,-3,-2,3,9,-1,1,-1,-2
"Shanghai Masters","2015-5014:39","Hard","Jo Wilfried Tsonga","R",15,"R32",9,2,40,28,25,8,9,0,1,1,9,1,-9,-11,6,4,1,-3,-6
"Shanghai Masters","2015-5014:40","Hard","Albert Ramos","L",70,"R32",6,3,116,87,60,15,15,4,6,1,-9,2,39,32,14,2,1,3,4
"Shanghai Masters","2015-5014:41","Hard","Novak Djokovic","R",1,"R16",6,0,53,31,24,15,9,3,3,1,2,-2,-8,-9,-5,10,1,-9,-12
"Shanghai Masters","2015-5014:42","Hard","Bernard Tomic","R",20,"R16",19,0,104,65,51,22,16,2,2,1,4,-2,-7,-5,3,-4,1,-5,-7
"Shanghai Masters","2015-5014:43","Hard","Andy Murray","R",2,"R16",9,3,103,63,50,24,16,7,7,1,-13,-1,-16,-17,-7,5,0,-4,-6
"Shanghai Masters","2015-5014:44","Hard","Tomas Berdych","R",5,"R16",3,1,62,40,31,9,9,2,3,1,3,1,5,4,6,4,0,-1,-4
"Shanghai Masters","2015-5014:45","Hard","Rafael Nadal","L",7,"R16",4,2,65,48,38,12,11,1,1,1,-5,0,-3,8,7,-3,1,-3,-4
"Shanghai Masters","2015-5014:46","Hard","Stan Wawrinka","R",4,"R16",7,1,126,64,46,33,17,9,11,1,-2,-1,2,0,-3,3,0,3,1
"Shanghai Masters","2015-5014:47","Hard","Kevin Anderson","R",10,"R16",6,3,81,47,35,23,12,0,1,1,4,2,-2,-6,-6,7,0,-1,-1
"Shanghai Masters","2015-5014:48","Hard","Jo Wilfried Tsonga","R",15,"R16",15,1,94,60,50,21,17,1,2,1,11,-2,-33,-23,-5,-1,0,-11,-13
"Shanghai Masters","2015-5014:49","Hard","Novak Djokovic","R",1,"QF",10,1,57,38,30,10,9,1,2,1,4,-2,-30,-11,0,-7,-1,-6,-9
"Shanghai Masters","2015-5014:50","Hard","Andy Murray","R",2,"QF",8,1,50,32,28,8,8,3,3,1,5,-2,-6,2,10,-2,0,-1,-5
"Shanghai Masters","2015-5014:51","Hard","Rafael Nadal","L",7,"QF",1,2,53,39,30,6,8,1,1,1,-2,-1,4,16,16,-4,1,-4,-8
"Shanghai Masters","2015-5014:52","Hard","Jo Wilfried Tsonga","R",15,"QF",15,3,105,65,52,22,17,3,4,1,-2,-1,-4,-8,-4,1,0,2,2
"Shanghai Masters","2015-5014:53","Hard","Novak Djokovic","R",1,"SF",5,0,38,28,23,6,8,1,2,1,3,-6,-10,6,10,-1,0,-2,-6
"Shanghai Masters","2015-5014:54","Hard","Jo Wilfried Tsonga","R",15,"SF",11,3,90,59,45,12,14,8,11,1,10,2,1,-9,-3,2,0,0,1
"Shanghai Masters","2015-5014:55","Hard","Novak Djokovic","R",1,"F",2,0,41,29,25,9,9,0,1,1,-3,-3,-28,-15,-6,5,0,-9,-12
"Paris Masters","2015-352:1","Hard","Thomaz Bellucci","L",40,"R64",2,5,68,29,21,22,10,1,3,1,0,3,-9,-12,-5,7,0,-5,-7
"Paris Masters","2015-352:2","Hard","Benoit Paire","R",23,"R64",8,6,104,56,42,21,15,4,8,1,6,-1,3,-2,-5,0,0,-3,-2
"Paris Masters","2015-352:3","Hard","Roberto Bautista Agut","R",24,"R64",3,0,89,52,39,23,14,6,7,1,-12,-2,-4,-6,-3,9,1,0,-2
"Paris Masters","2015-352:4","Hard","Edouard Roger Vasselin","R",149,"R64",4,3,89,56,44,22,17,1,4,1,-25,-1,-27,-25,-13,4,0,-4,-3
"Paris Masters","2015-352:5","Hard","Bernard Tomic","R",18,"R64",6,1,48,33,25,9,9,1,2,1,3,-5,-16,4,6,-5,1,-5,-8
"Paris Masters","2015-352:6","Hard","Viktor Troicki","R",27,"R64",4,1,54,41,28,8,9,1,2,1,2,0,5,17,13,-1,1,0,-3
"Paris Masters","2015-352:7","Hard","Dominic Thiem","R",19,"R64",4,1,87,49,40,22,14,5,6,1,3,0,7,2,9,2,0,1,-2
"Paris Masters","2015-352:8","Hard","Lukas Rosol","R",66,"R64",6,4,72,40,28,17,13,2,6,1,0,1,-11,1,1,1,1,-2,-3
"Paris Masters","2015-352:9","Hard","Alexandr Dolgopolov","R",37,"R64",9,2,60,35,29,12,10,1,2,1,5,-3,-13,-3,3,-4,-1,-3,-5
"Paris Masters","2015-352:10","Hard","Grigor Dimitrov","R",29,"R64",6,1,49,30,24,9,8,0,0,1,6,1,-5,-6,4,1,-1,-2,-6
"Paris Masters","2015-352:11","Hard","Aljaz Bedene","R",49,"R64",12,2,70,44,39,16,12,1,1,1,6,0,-16,-4,-2,0,0,-7,-8
"Paris Masters","2015-352:12","Hard","Andreas Seppi","R",28,"R64",8,0,62,36,28,15,10,2,2,1,5,-4,-30,-19,-7,-1,-1,-5,-8
"Paris Masters","2015-352:13","Hard","Jeremy Chardy","R",32,"R64",11,1,72,44,32,19,13,4,6,1,7,-4,-11,-3,-2,4,0,-2,-4
"Paris Masters","2015-352:14","Hard","Leonardo Mayer","R",36,"R64",5,2,55,39,30,9,9,1,1,1,3,-1,-9,8,8,-6,-1,-6,-9
"Paris Masters","2015-352:15","Hard","Dusan Lajovic","R",87,"R64",7,0,59,34,24,15,10,3,5,1,4,-2,-8,-6,-2,4,-1,1,-2
"Paris Masters","2015-352:16","Hard","Borna Coric","R",46,"R64",6,2,52,30,29,10,10,3,4,1,0,1,-11,-7,6,-4,0,2,0
"Paris Masters","2015-352:17","Hard","Novak Djokovic","R",1,"R32",2,1,66,39,30,16,11,1,2,1,2,-1,0,1,4,5,1,-2,-4
"Paris Masters","2015-352:18","Hard","Gilles Simon","R",15,"R32",0,1,75,49,36,14,14,0,3,1,-3,-7,-5,12,9,-5,1,-7,-9
"Paris Masters","2015-352:19","Hard","Jo Wilfried Tsonga","R",10,"R32",8,1,43,21,16,18,8,3,3,1,8,-1,-7,-13,-3,11,0,2,-2
"Paris Masters","2015-352:20","Hard","Tomas Berdych","R",5,"R32",8,6,106,50,35,27,16,5,9,1,-1,2,12,-2,-6,12,1,4,3
"Paris Masters","2015-352:21","Hard","Stan Wawrinka","R",4,"R32",13,1,80,37,32,23,11,5,5,1,9,1,3,-9,-1,5,1,1,0
"Paris Masters","2015-352:22","Hard","Viktor Troicki","R",27,"R32",11,1,124,78,51,22,17,10,14,1,-8,-6,-21,4,2,-7,0,-5,-7
"Paris Masters","2015-352:23","Hard","Kevin Anderson","R",12,"R32",30,7,119,73,62,27,18,5,6,1,19,1,-8,-3,-1,0,0,-1,-1
"Paris Masters","2015-352:24","Hard","Rafael Nadal","L",6,"R32",4,1,39,25,23,10,8,1,1,1,0,0,-18,-13,1,2,0,-3,-7
"Paris Masters","2015-352:25","Hard","David Ferrer","R",8,"R32",2,1,44,28,20,13,8,0,0,1,-1,-1,-10,1,2,2,0,-3,-7
"Paris Masters","2015-352:26","Hard","Grigor Dimitrov","R",29,"R32",14,6,112,65,53,20,12,10,10,1,7,3,36,29,26,-6,0,10,10
"Paris Masters","2015-352:27","Hard","John Isner","R",13,"R32",21,1,57,39,34,15,11,0,0,1,17,-1,-7,8,10,-4,1,-2,-3
"Paris Masters","2015-352:28","Hard","Roger Federer","R",2,"R32",4,1,40,26,20,11,7,4,4,1,2,-3,-3,10,9,3,0,3,-2
"Paris Masters","2015-352:29","Hard","Kei Nishikori","R",7,"R32",5,1,102,59,46,26,15,2,3,1,-12,-7,-17,-20,-7,10,-1,-12,-15
"Paris Masters","2015-352:30","Hard","Richard Gasquet","R",9,"R32",3,0,48,31,27,14,10,0,0,1,-2,-3,-10,-2,4,2,0,-2,-5
"Paris Masters","2015-352:31","Hard","David Goffin","R",16,"R32",4,1,43,30,25,5,8,0,1,1,3,-3,-12,-1,6,-2,0,-3,-7
"Paris Masters","2015-352:32","Hard","Andy Murray","R",3,"R32",4,0,38,22,20,12,8,0,0,1,3,-1,-4,-5,4,8,1,-1,-5
"Paris Masters","2015-352:33","Hard","Novak Djokovic","R",1,"R16",2,3,68,40,26,11,11,5,10,1,2,2,10,5,11,3,1,3,1
"Paris Masters","2015-352:34","Hard","Tomas Berdych","R",5,"R16",2,2,52,30,26,14,10,0,1,1,-5,2,-6,-3,4,4,1,-4,-6
"Paris Masters","2015-352:35","Hard","Stan Wawrinka","R",4,"R16",6,3,76,38,26,22,11,5,7,1,1,2,11,-1,4,8,0,2,0
"Paris Masters","2015-352:36","Hard","Rafael Nadal","L",6,"R16",6,3,96,67,55,16,15,7,8,1,-14,-2,5,8,9,-1,0,3,2
"Paris Masters","2015-352:37","Hard","David Ferrer","R",8,"R16",2,1,88,54,37,25,14,8,9,1,-5,-2,-15,-4,-6,4,-1,3,-1
"Paris Masters","2015-352:38","Hard","John Isner","R",13,"R16",27,0,105,71,58,19,16,5,6,1,14,-4,-8,-3,-3,0,-1,-1,0
"Paris Masters","2015-352:39","Hard","Richard Gasquet","R",9,"R16",8,1,68,48,40,8,8,7,7,1,5,-1,9,14,18,-6,-1,7,5
"Paris Masters","2015-352:40","Hard","Andy Murray","R",3,"R16",8,2,37,20,18,11,7,1,1,1,4,-1,-10,-4,5,6,1,-6,-11
"Paris Masters","2015-352:41","Hard","Novak Djokovic","R",1,"QF",6,2,83,64,51,10,12,1,1,1,-2,1,-3,13,10,-5,0,0,0
"Paris Masters","2015-352:42","Hard","Stan Wawrinka","R",4,"QF",11,1,90,54,44,18,12,6,8,1,9,-1,-2,-9,2,0,0,3,3
"Paris Masters","2015-352:43","Hard","David Ferrer","R",8,"QF",3,3,87,59,47,17,14,3,4,1,-14,-1,-21,-12,5,-2,-1,-7,-11
"Paris Masters","2015-352:44","Hard","Andy Murray","R",3,"QF",5,3,106,57,39,28,15,5,8,1,-2,3,6,-4,-4,7,0,0,0
"Paris Masters","2015-352:45","Hard","Novak Djokovic","R",1,"SF",4,0,77,53,39,12,12,5,7,1,-3,-1,3,4,10,-1,0,-4,-7
"Paris Masters","2015-352:46","Hard","Andy Murray","R",3,"SF",5,0,63,38,23,14,9,6,8,1,5,-2,4,4,4,2,-1,2,-1
"Paris Masters","2015-352:47","Hard","Novak Djokovic","R",1,"F",2,0,48,30,20,13,9,0,1,1,-2,-2,-19,-6,-3,2,0,-5,-8
"Barcelona","2015-425:1","Clay","Teymuraz Gabashvili","R",85,"R64",4,3,69,40,30,17,11,1,2,1,1,-2,-6,-1,0,2,0,-5,-7
"Barcelona","2015-425:2","Clay","Joao Sousa","R",56,"R64",1,2,100,75,49,14,14,7,9,1,-6,-3,15,11,2,8,0,0,-1
"Barcelona","2015-425:3","Clay","Roberto Carballes Baena","R",222,"R64",5,3,110,72,52,18,16,7,9,1,-2,-1,25,22,16,3,0,6,4
"Barcelona","2015-425:4","Clay","Thomaz Bellucci","L",75,"R64",4,2,39,21,16,9,7,1,2,1,4,0,3,0,10,6,1,-2,-7
"Barcelona","2015-425:5","Clay","Victor Estrella","R",53,"R64",6,0,78,59,42,11,11,8,10,1,2,-2,18,23,15,2,1,7,6
"Barcelona","2015-425:6","Clay","Juan Monaco","R",36,"R64",1,4,88,67,40,11,10,11,14,1,-1,3,30,28,21,3,1,6,3
"Barcelona","2015-425:7","Clay","Mikhail Kukushkin","R",54,"R64",0,0,39,34,26,3,7,0,0,1,0,-2,2,12,17,-2,1,-3,-8
"Barcelona","2015-425:8","Clay","Marcel Granollers","R",60,"R64",0,1,49,30,19,11,8,5,7,1,-1,0,-12,-7,1,4,-1,0,-4
"Barcelona","2015-425:9","Clay","Benoit Paire","R",78,"R64",6,1,51,29,20,11,8,0,2,1,5,1,-13,-13,0,5,0,-9,-13
"Barcelona","2015-425:10","Clay","Andrey Kuznetsov","R",95,"R64",1,0,48,32,26,9,9,1,2,1,-1,-2,-2,1,6,1,0,0,-3
"Barcelona","2015-425:11","Clay","Elias Ymer","R",192,"R64",3,1,95,62,46,19,17,1,4,1,-2,-2,-23,-4,0,-3,0,-10,-12
"Barcelona","2015-425:12","Clay","Albert Montanes","R",124,"R64",3,5,90,55,39,18,14,6,9,1,-1,-4,-19,-7,-7,-4,-1,-8,-8
"Barcelona","2015-425:13","Clay","Marsel Ilhan","R",84,"R64",5,1,88,52,33,21,14,2,5,1,-1,-9,-27,-13,-10,2,0,-7,-8
"Barcelona","2015-425:14","Clay","Pablo Andujar","R",66,"R64",1,0,41,31,22,7,8,0,1,1,-1,-4,-37,-16,-3,-6,-1,-11,-15
"Barcelona","2015-425:15","Clay","Andrey Rublev","R",329,"R64",1,1,72,53,38,12,11,5,7,1,-5,-3,-13,-9,-3,6,1,-1,-2
"Barcelona","2015-425:16","Clay","Nicolas Almagro","R",123,"R64",2,0,8,3,3,5,2,0,0,1,2,0,0,-3,2,4,1,-2,-3
"Barcelona","2015-425:17","Clay","Kei Nishikori","R",5,"R32",2,0,49,29,23,18,10,1,1,1,1,-4,0,3,3,6,1,0,-2
"Barcelona","2015-425:18","Clay","Santiago Giraldo","R",31,"R32",5,0,80,60,41,12,13,1,2,1,1,0,11,17,11,-1,1,-1,-3
"Barcelona","2015-425:19","Clay","Pablo Cuevas","R",23,"R32",1,3,70,38,27,18,11,5,7,1,0,-1,9,2,5,5,0,1,-1
"Barcelona","2015-425:20","Clay","Roberto Bautista Agut","R",16,"R32",1,1,59,43,36,7,10,1,1,1,1,0,7,11,12,-3,1,0,-2
"Barcelona","2015-425:21","Clay","Victor Estrella","R",53,"R32",0,0,53,32,22,15,10,2,4,1,-4,-1,-8,-3,-1,4,0,-3,-5
"Barcelona","2015-425:22","Clay","Martin Klizan","L",28,"R32",4,2,76,50,36,15,13,3,5,1,1,-1,-10,-11,3,4,-1,-2,-6
"Barcelona","2015-425:23","Clay","Tommy Robredo","R",20,"R32",7,1,53,35,28,12,9,1,1,1,7,1,13,6,9,5,1,0,-3
"Barcelona","2015-425:24","Clay","Marcel Granollers","R",60,"R32",1,2,64,44,30,10,9,2,3,1,1,1,7,13,15,-5,0,-3,-6
"Barcelona","2015-425:25","Clay","Benoit Paire","R",78,"R32",3,3,70,39,27,17,12,3,6,1,-5,-6,0,0,-1,6,0,2,1
"Barcelona","2015-425:26","Clay","Philipp Kohlschreiber","R",25,"R32",2,2,67,42,28,16,10,4,6,1,-2,-3,-4,2,3,3,-1,-1,-3
"Barcelona","2015-425:27","Clay","Elias Ymer","R",192,"R32",8,4,119,61,43,28,16,10,13,1,2,2,12,-10,-9,12,0,5,6
"Barcelona","2015-425:28","Clay","David Ferrer","R",8,"R32",2,4,64,34,22,19,9,3,4,1,1,1,9,0,2,11,1,-1,-4
"Barcelona","2015-425:29","Clay","Feliciano Lopez","L",12,"R32",10,3,89,60,45,16,16,1,4,1,-4,1,-2,5,5,-2,0,-2,-3
"Barcelona","2015-425:30","Clay","Pablo Andujar","R",66,"R32",2,1,81,68,42,8,12,7,9,1,0,-4,9,24,15,-2,1,4,2
"Barcelona","2015-425:31","Clay","Fabio Fognini","R",30,"R32",7,3,85,50,35,15,13,6,10,1,6,1,4,10,9,-1,0,2,0
"Barcelona","2015-425:32","Clay","Rafael Nadal","L",4,"R32",3,0,65,40,25,15,8,8,9,1,1,-1,7,5,7,7,0,3,-1
"Barcelona","2015-425:33","Clay","Kei Nishikori","R",5,"R16",4,3,64,37,25,14,8,6,7,1,1,2,13,1,5,11,1,2,-2
"Barcelona","2015-425:34","Clay","Roberto Bautista Agut","R",16,"R16",5,2,73,46,35,13,10,4,5,1,0,1,10,10,9,2,0,4,2
"Barcelona","2015-425:35","Clay","Martin Klizan","L",28,"R16",4,1,55,41,28,8,10,2,4,1,1,0,-3,2,7,0,1,-1,-3
"Barcelona","2015-425:36","Clay","Tommy Robredo","R",20,"R16",4,3,54,36,25,9,8,2,3,1,4,2,10,13,14,-3,0,1,-3
"Barcelona","2015-425:37","Clay","Philipp Kohlschreiber","R",25,"R16",2,0,68,48,32,9,11,2,5,1,-4,-2,-9,5,5,-8,0,-3,-4
"Barcelona","2015-425:38","Clay","David Ferrer","R",8,"R16",1,5,67,46,30,8,10,3,6,1,0,4,14,18,13,1,1,2,0
"Barcelona","2015-425:39","Clay","Pablo Andujar","R",66,"R16",0,0,59,50,32,6,10,4,6,1,-5,-1,11,25,14,0,1,2,0
"Barcelona","2015-425:40","Clay","Fabio Fognini","R",30,"R16",1,1,87,47,33,20,11,11,14,1,0,1,16,-3,4,9,0,7,6
"Barcelona","2015-425:41","Clay","Kei Nishikori","R",5,"QF",5,0,61,35,28,18,12,1,2,1,3,-4,-19,-14,-2,6,0,-6,-9
"Barcelona","2015-425:42","Clay","Martin Klizan","L",28,"QF",3,5,77,47,42,13,11,6,6,1,-5,4,10,-1,5,2,0,4,3
"Barcelona","2015-425:43","Clay","David Ferrer","R",8,"QF",0,0,84,58,31,18,11,5,9,1,0,0,22,25,16,3,1,0,-1
"Barcelona","2015-425:44","Clay","Pablo Andujar","R",66,"QF",1,0,48,30,22,10,8,2,3,1,0,-2,-6,1,8,-1,0,0,-4
"Barcelona","2015-425:45","Clay","Kei Nishikori","R",5,"SF",2,3,52,28,22,14,8,6,6,1,-1,-1,-5,-4,5,4,1,0,-4
"Barcelona","2015-425:46","Clay","Pablo Andujar","R",66,"SF",0,2,79,51,33,17,11,2,4,1,-2,-1,12,6,4,6,1,-2,-3
"Barcelona","2015-425:47","Clay","Kei Nishikori","R",5,"F",1,3,67,37,26,15,10,2,4,1,0,2,1,-7,-2,8,0,0,-2
"Istanbul","2015-7163:1","Clay","Jarkko Nieminen","L",71,"R32",1,2,76,60,40,11,10,8,8,1,-5,1,17,21,13,2,1,3,1
"Istanbul","2015-7163:2","Clay","Daniel Gimeno Traver","R",62,"R32",5,2,44,29,24,7,8,1,2,1,2,-1,-23,-7,6,-7,-1,-3,-7
"Istanbul","2015-7163:3","Clay","Mikhail Kukushkin","R",56,"R32",0,0,68,35,24,20,10,7,8,1,-2,0,11,0,2,8,1,3,1
"Istanbul","2015-7163:4","Clay","Andrey Rublev","R",292,"R32",2,1,57,43,29,8,9,2,3,1,1,0,-11,-5,0,0,0,-3,-6
"Istanbul","2015-7163:5","Clay","Jurgen Melzer","L",83,"R32",0,1,28,19,13,6,4,3,3,1,0,1,8,6,5,2,1,-1,-2
"Istanbul","2015-7163:6","Clay","Diego Sebastian Schwartzman","R",63,"R32",3,0,47,27,16,12,7,1,3,1,3,-3,-12,-12,2,5,-1,-2,-7
"Istanbul","2015-7163:7","Clay","Thomaz Bellucci","L",74,"R32",6,1,61,38,30,15,11,1,3,1,4,1,-5,-2,5,0,1,-3,-4
"Istanbul","2015-7163:8","Clay","Denis Istomin","R",66,"R32",5,0,65,43,30,13,10,3,4,1,3,-2,13,11,11,1,1,0,-2
"Istanbul","2015-7163:9","Clay","Teymuraz Gabashvili","R",100,"R32",3,3,66,37,31,19,11,2,2,1,-6,2,-27,-19,-6,1,0,-4,-5
"Istanbul","2015-7163:10","Clay","Ivan Dodig","R",107,"R32",9,2,72,42,30,17,10,6,7,1,4,-2,3,3,6,2,-1,5,2
"Istanbul","2015-7163:11","Clay","Dusan Lajovic","R",79,"R32",1,0,62,43,33,11,11,0,2,1,-4,-1,-13,-1,10,-7,0,-10,-12
"Istanbul","2015-7163:12","Clay","Andrey Golubev","R",117,"R32",4,1,63,36,26,14,8,5,5,1,2,-3,8,-4,5,7,0,1,-3
"Istanbul","2015-7163:13","Clay","Roger Federer","R",2,"R16",9,2,49,31,29,11,10,0,0,1,9,2,-15,-12,2,-1,0,-4,-7
"Istanbul","2015-7163:14","Clay","Daniel Gimeno Traver","R",62,"R16",5,4,54,29,23,13,9,0,1,1,4,3,4,1,9,1,0,-3,-6
"Istanbul","2015-7163:15","Clay","Santiago Giraldo","R",50,"R16",3,0,82,67,42,9,13,2,5,1,-4,-2,2,10,6,-4,0,-2,-2
"Istanbul","2015-7163:16","Clay","Diego Sebastian Schwartzman","R",63,"R16",4,0,47,34,22,11,7,4,4,1,3,-2,6,7,11,5,0,-1,-6
"Istanbul","2015-7163:17","Clay","Thomaz Bellucci","L",74,"R16",6,0,66,41,36,17,11,3,3,1,6,0,-5,-7,5,2,1,-1,-2
"Istanbul","2015-7163:18","Clay","Pablo Cuevas","R",23,"R16",5,1,88,62,45,11,15,4,8,1,-1,-2,-2,4,4,-2,0,0,-1
"Istanbul","2015-7163:19","Clay","Ivan Dodig","R",107,"R16",6,4,117,60,44,28,17,7,11,1,4,4,-1,-18,-4,7,0,-4,-4
"Istanbul","2015-7163:20","Clay","Grigor Dimitrov","R",11,"R16",2,0,45,35,31,6,9,0,0,1,0,-1,-22,-9,4,-3,1,-8,-11
"Istanbul","2015-7163:21","Clay","Roger Federer","R",2,"QF",11,2,106,68,54,22,17,6,8,1,9,0,-21,-8,2,-3,1,-4,-5
"Istanbul","2015-7163:22","Clay","Diego Sebastian Schwartzman","R",63,"QF",3,4,65,35,24,9,11,3,9,1,0,2,-20,-21,-4,-3,0,-1,-2
"Istanbul","2015-7163:23","Clay","Pablo Cuevas","R",23,"QF",2,0,64,45,29,11,11,3,5,1,2,-3,-2,7,7,-2,1,-1,-3
"Istanbul","2015-7163:24","Clay","Grigor Dimitrov","R",11,"QF",2,1,54,31,20,14,10,2,5,1,-2,-1,-1,0,7,1,1,-3,-5
"Istanbul","2015-7163:25","Clay","Roger Federer","R",2,"SF",6,1,83,44,34,23,14,3,5,1,2,0,-19,-13,-8,5,0,-5,-6
"Istanbul","2015-7163:26","Clay","Pablo Cuevas","R",23,"SF",1,0,50,31,22,10,9,3,5,1,-4,-1,-7,-9,-1,6,0,2,-1
"Istanbul","2015-7163:27","Clay","Roger Federer","R",2,"F",7,2,72,51,38,13,11,0,1,1,4,1,-6,-1,8,-2,1,-7,-8
"Wimbledon","2015-540:1","Grass","Novak Djokovic","R",1,"R128",12,1,84,61,46,13,15,7,9,1,6,-3,-19,-5,4,-4,0,0,-3
"Wimbledon","2015-540:2","Grass","Jarkko Nieminen","L",92,"R128",10,4,172,117,77,26,27,10,17,1,-2,-5,-10,17,6,-5,0,-2,-5
"Wimbledon","2015-540:3","Grass","Pierre Hugues Herbert","R",151,"R128",23,17,148,72,56,34,25,9,15,1,15,8,-22,-33,-17,4,0,-4,-5
"Wimbledon","2015-540:4","Grass","Bernard Tomic","R",26,"R128",19,3,128,94,65,18,22,7,11,1,-6,-12,-6,14,4,-2,1,-2,-3
"Wimbledon","2015-540:5","Grass","Leonardo Mayer","R",21,"R128",15,3,116,75,60,23,17,2,3,1,10,-1,-16,-6,-1,1,0,-6,-7
"Wimbledon","2015-540:6","Grass","Marcel Granollers","R",72,"R128",4,3,105,75,54,12,14,8,9,1,0,2,16,26,28,-11,1,2,-2
"Wimbledon","2015-540:7","Grass","Marsel Ilhan","R",82,"R128",15,4,136,90,73,24,22,2,3,1,2,-3,-3,6,9,-4,1,-1,-3
"Wimbledon","2015-540:8","Grass","Kevin Anderson","R",14,"R128",23,9,107,62,54,23,19,5,7,1,17,1,-23,-3,7,-6,0,0,-3
"Wimbledon","2015-540:9","Grass","Marin Cilic","R",9,"R128",15,2,89,59,49,15,15,2,3,1,12,1,-2,-4,10,2,1,-1,-4
"Wimbledon","2015-540:10","Grass","Ricardas Berankis","R",90,"R128",5,1,39,22,17,14,7,1,1,1,0,-4,-12,-8,-2,7,-1,0,-4
"Wimbledon","2015-540:11","Grass","Matthew Ebden","R",148,"R128",6,2,70,45,36,17,13,0,0,1,-2,-1,-18,-11,3,2,1,-8,-13
"Wimbledon","2015-540:12","Grass","John Isner","R",17,"R128",38,3,83,68,63,7,16,1,1,1,36,-1,-8,21,22,-17,0,1,-1
"Wimbledon","2015-540:13","Grass","Denis Kudla","R",105,"R128",14,7,140,75,58,40,24,5,7,1,5,1,-13,-1,4,4,1,-2,-6
"Wimbledon","2015-540:14","Grass","Alexander Zverev","R",74,"R128",19,11,183,123,89,23,25,6,11,1,6,2,27,40,23,-11,0,-2,-2
"Wimbledon","2015-540:15","Grass","Santiago Giraldo","R",60,"R128",7,0,81,56,36,17,14,3,5,1,0,-5,-16,3,3,-1,1,-5,-9
"Wimbledon","2015-540:16","Grass","Kei Nishikori","R",5,"R128",14,4,138,82,61,38,23,3,4,1,2,0,-15,-21,-10,12,-1,-4,-8
"Wimbledon","2015-540:17","Grass","Stan Wawrinka","R",4,"R128",25,3,93,56,48,23,16,0,0,1,24,-1,-15,-11,0,5,0,-6,-9
"Wimbledon","2015-540:18","Grass","Victor Estrella","R",48,"R128",11,6,111,66,54,25,20,5,7,1,0,-1,-15,-23,-11,12,1,-2,-5
"Wimbledon","2015-540:19","Grass","Fernando Verdasco","L",43,"R128",27,10,189,118,96,41,32,9,10,1,17,0,-20,-20,-10,11,1,-3,-6
"Wimbledon","2015-540:20","Grass","Dominic Thiem","R",30,"R128",10,3,116,76,59,16,19,3,6,1,9,2,17,18,19,-10,1,-2,-3
"Wimbledon","2015-540:21","Grass","John Millman","R",120,"R128",5,0,72,51,41,15,14,0,0,1,-3,-3,-4,6,9,1,1,-6,-10
"Wimbledon","2015-540:22","Grass","Marcos Baghdatis","R",54,"R128",11,5,113,69,50,29,20,1,3,1,8,-1,-11,-12,-5,8,0,-7,-10
"Wimbledon","2015-540:23","Grass","Liam Broady","L",182,"R128",14,8,143,77,59,36,24,7,11,1,8,3,-16,-20,-2,6,0,-5,-8
"Wimbledon","2015-540:24","Grass","David Goffin","R",15,"R128",17,5,79,51,45,17,13,2,2,1,9,4,-16,-20,2,9,0,-6,-11
"Wimbledon","2015-540:25","Grass","Grigor Dimitrov","R",11,"R128",6,2,66,35,32,22,13,2,2,1,3,-1,-26,-27,-3,9,1,-6,-11
"Wimbledon","2015-540:26","Grass","Steve Johnson","R",52,"R128",33,10,155,84,74,38,25,8,9,1,23,4,3,-17,-1,12,2,1,-2
"Wimbledon","2015-540:27","Grass","Kenny De Schepper","L",163,"R128",19,5,151,105,80,26,26,2,4,1,-3,4,2,10,3,-3,0,-3,-3
"Wimbledon","2015-540:28","Grass","Richard Gasquet","R",20,"R128",5,3,76,40,32,23,13,2,2,1,3,-4,-3,-1,9,5,1,-4,-9
"Wimbledon","2015-540:29","Grass","Nick Kyrgios","R",29,"R128",12,3,77,44,35,20,13,0,1,1,10,1,-5,-6,4,6,0,-7,-12
"Wimbledon","2015-540:30","Grass","Juan Monaco","R",35,"R128",5,5,87,65,51,11,13,7,7,1,1,4,4,16,23,-5,1,2,-3
"Wimbledon","2015-540:31","Grass","Tommy Haas","R",861,"R128",5,3,103,75,61,11,18,6,8,1,-1,2,5,9,25,-9,1,-2,-6
"Wimbledon","2015-540:32","Grass","Milos Raonic","R",8,"R128",25,4,115,78,64,18,19,2,3,1,12,3,0,8,12,-9,0,-4,-6
"Wimbledon","2015-540:33","Grass","James Ward","R",111,"R128",14,2,122,76,59,29,19,6,6,1,-2,-7,6,11,8,4,-1,3,-2
"Wimbledon","2015-540:34","Grass","Jiri Vesely","L",45,"R128",14,2,109,70,54,25,17,4,5,1,8,-1,-2,1,0,6,0,2,1
"Wimbledon","2015-540:35","Grass","Vasek Pospisil","R",56,"R128",25,8,181,115,98,32,27,7,9,1,18,5,18,22,20,-11,0,1,1
"Wimbledon","2015-540:36","Grass","Fabio Fognini","R",28,"R128",1,4,83,48,33,19,13,4,6,1,-4,-2,-5,4,8,-2,-1,-6,-11
