"name","player","winner","player_rank","opponent_rank"
"Zagreb","Ivan Dodig",1,85,152
"Australian Open","Ivan Dodig",0,86,5
"Australian Open","Ivan Dodig",1,86,115
"Doha","Ivan Dodig",0,89,45
"Doha","Ivan Dodig",1,89,127
"Doha","Ivan Dodig",1,89,289
"Champaign","Taylor Fritz",0,207,290
"Champaign","Taylor Fritz",1,207,461
"Champaign","Taylor Fritz",1,207,100
"Champaign","Taylor Fritz",1,207,185
"Champaign","Taylor Fritz",1,207,192
"Knoxville","Taylor Fritz",0,207,125
"Monterrey","Taylor Fritz",0,228,117
"Monterrey","Taylor Fritz",1,228,367
"Monterrey","Taylor Fritz",1,228,129
"Las Vegas","Taylor Fritz",0,232,203
"Las Vegas","Taylor Fritz",1,232,268
"Fairfield","Taylor Fritz",1,339,110
"Fairfield","Taylor Fritz",1,339,136
"Fairfield","Taylor Fritz",1,339,162
"Fairfield","Taylor Fritz",1,339,100
"Fairfield","Taylor Fritz",1,339,314
"Sacramento","Taylor Fritz",1,694,153
"Sacramento","Taylor Fritz",1,694,357
"Sacramento","Taylor Fritz",1,694,428
"Sacramento","Taylor Fritz",1,694,108
"Sacramento","Taylor Fritz",1,694,237
"US Open","Taylor Fritz",0,NA,123
"Aptos","Taylor Fritz",0,675,311
"Nottingham","Taylor Fritz",0,761,16
"Nottingham","Taylor Fritz",1,761,66
"Spain F13","Taylor Fritz",0,823,608
"Spain F13","Taylor Fritz",1,823,245
"Spain F13","Taylor Fritz",1,823,812
"Spain F13","Taylor Fritz",1,823,1112
"U.S.A. F11","Taylor Fritz",0,803,279
"U.S.A. F11","Taylor Fritz",1,803,211
"U.S.A. F11","Taylor Fritz",1,803,839
"ATP World Tour Masters 1000 Indian Wells","Taylor Fritz",0,941,125
"ATP World Tour Masters 1000 Indian Wells","Taylor Fritz",1,941,109
"U.S.A. F2","Taylor Fritz",0,1149,322
"U.S.A. F2","Taylor Fritz",1,1149,466
"U.S.A. F2","Taylor Fritz",1,1149,641
"U.S.A. F2","Taylor Fritz",1,1149,288
"Ortisei","Evgeny Donskoy",0,94,99
"Ortisei","Evgeny Donskoy",1,94,230
"Ortisei","Evgeny Donskoy",1,94,407
"Ortisei","Evgeny Donskoy",1,94,239
"Hua Hin","Evgeny Donskoy",0,94,310
"Hua Hin","Evgeny Donskoy",1,94,191
"Pune","Evgeny Donskoy",0,100,105
"Pune","Evgeny Donskoy",1,100,198
"Pune","Evgeny Donskoy",1,100,376
"Pune","Evgeny Donskoy",1,100,233
"Pune","Evgeny Donskoy",1,100,208
"Moscow","Evgeny Donskoy",0,118,14
"Moscow","Evgeny Donskoy",1,118,57
"Moscow","Evgeny Donskoy",1,118,72
"Moscow","Evgeny Donskoy",1,118,39
"Tashkent","Evgeny Donskoy",0,117,67
"Tashkent","Evgeny Donskoy",1,117,280
"Tashkent","Evgeny Donskoy",1,117,368
"Agri","Evgeny Donskoy",0,114,198
"Agri","Evgeny Donskoy",1,114,608
"Agri","Evgeny Donskoy",1,114,326
"St. Petersburg","Evgeny Donskoy",0,117,9
"St. Petersburg","Evgeny Donskoy",1,117,508
"US Open","Evgeny Donskoy",0,139,9
"US Open","Evgeny Donskoy",1,139,65
"US Open","Evgeny Donskoy",1,139,110
"US Open","Evgeny Donskoy",1,139,202
"US Open","Evgeny Donskoy",1,139,147
"Portoroz","Evgeny Donskoy",0,138,128
"Portoroz","Evgeny Donskoy",1,138,201
"Portoroz","Evgeny Donskoy",1,138,72
"Segovia","Evgeny Donskoy",1,164,428
"Segovia","Evgeny Donskoy",1,164,74
"Segovia","Evgeny Donskoy",1,164,156
"Segovia","Evgeny Donskoy",1,164,128
"Segovia","Evgeny Donskoy",1,164,747
"Astana","Evgeny Donskoy",0,177,57
"Astana","Evgeny Donskoy",1,177,173
"Astana","Evgeny Donskoy",1,177,282
"Astana","Evgeny Donskoy",1,177,244
"Astana","Evgeny Donskoy",1,177,323
"RUS vs. ESP EAGI 2nd Rd.","Evgeny Donskoy",1,178,21
"Wimbledon","Evgeny Donskoy",0,172,147
"Wimbledon","Evgeny Donskoy",1,172,215
"Marburg","Evgeny Donskoy",0,172,265
"Marburg","Evgeny Donskoy",1,172,528
"Marburg","Evgeny Donskoy",1,172,NA
"Fergana","Evgeny Donskoy",0,171,333
"Fergana","Evgeny Donskoy",1,171,414
"Moscow","Evgeny Donskoy",0,174,235
"Moscow","Evgeny Donskoy",1,174,231
"Moscow","Evgeny Donskoy",1,174,96
"Furth","Evgeny Donskoy",0,0,NA
"Roland Garros","Evgeny Donskoy",0,177,127
"Roland Garros","Evgeny Donskoy",1,177,169
"Roland Garros","Evgeny Donskoy",1,177,277
"Karshi","Evgeny Donskoy",0,213,93
"Karshi","Evgeny Donskoy",1,213,284
"Karshi","Evgeny Donskoy",1,213,121
"Karshi","Evgeny Donskoy",1,213,352
"Karshi","Evgeny Donskoy",1,213,226
"Istanbul","Evgeny Donskoy",0,196,121
"Istanbul","Evgeny Donskoy",1,196,135
"Istanbul","Evgeny Donskoy",1,196,333
"Bucharest","Evgeny Donskoy",0,196,384
"Bucharest","Evgeny Donskoy",1,196,278
"Bucharest","Evgeny Donskoy",1,196,1210
"Mersin","Evgeny Donskoy",0,184,146
"Mersin","Evgeny Donskoy",1,184,118
"Batman","Evgeny Donskoy",0,182,378
"Raanana","Evgeny Donskoy",0,0,NA
"Raanana","Evgeny Donskoy",1,0,NA
"Raanana","Evgeny Donskoy",1,0,NA
"Kazan","Evgeny Donskoy",0,0,NA
"Kazan","Evgeny Donskoy",1,0,NA
"Kazan","Evgeny Donskoy",1,0,NA
"RUS vs. DEN EAGI 1st RD","Evgeny Donskoy",0,155,306
"Dubai","Evgeny Donskoy",0,153,350
"Santo Domingo","Evgeny Donskoy",0,134,162
"Quito","Evgeny Donskoy",0,129,265
"Bucaramanga","Evgeny Donskoy",0,0,NA
"Bucaramanga","Evgeny Donskoy",1,0,NA
"Australian Open","Evgeny Donskoy",0,130,317
"Chennai","Evgeny Donskoy",0,129,36
"Chennai","Evgeny Donskoy",1,129,841
"Chennai","Evgeny Donskoy",1,129,265
"Chennai","Evgeny Donskoy",1,129,421
"BEL vs.GBR DC Final","Kyle Edmund",0,100,16
"Montevideo","Kyle Edmund",0,99,282
"Montevideo","Kyle Edmund",1,99,550
"Buenos Aires","Kyle Edmund",1,110,127
"Buenos Aires","Kyle Edmund",1,NA,134
"Buenos Aires","Kyle Edmund",1,110,166
"Buenos Aires","Kyle Edmund",1,110,163
"Buenos Aires","Kyle Edmund",1,110,149
"Sacramento","Kyle Edmund",0,102,261
"Tiburon","Kyle Edmund",0,100,169
"US Open","Kyle Edmund",0,103,128
"US Open","Kyle Edmund",1,103,183
"US Open","Kyle Edmund",1,103,771
"Aptos","Kyle Edmund",0,109,85
"Aptos","Kyle Edmund",1,109,134
"Aptos","Kyle Edmund",1,109,217
"Aptos","Kyle Edmund",1,109,323
"Washington","Kyle Edmund",0,107,321
"Binghamton","Kyle Edmund",1,113,125
"Binghamton","Kyle Edmund",1,113,535
"Binghamton","Kyle Edmund",1,113,287
"Binghamton","Kyle Edmund",1,113,696
"Binghamton","Kyle Edmund",1,113,525
"Wimbledon","Kyle Edmund",0,101,70
"Nottingham","Kyle Edmund",0,101,83
"Roland Garros","Kyle Edmund",0,121,30
"Roland Garros","Kyle Edmund",1,121,558
"Roland Garros","Kyle Edmund",1,121,112
"Roland Garros","Kyle Edmund",1,121,186
"Roland Garros","Kyle Edmund",1,121,163
"Rome","Kyle Edmund",0,125,221
"Rome","Kyle Edmund",1,125,1054
"Rome","Kyle Edmund",1,125,187
"Turin","Kyle Edmund",0,130,123
"Turin","Kyle Edmund",1,130,322
"Turin","Kyle Edmund",1,130,213
"Vercelli","Kyle Edmund",0,130,198
"Vercelli","Kyle Edmund",1,130,178
"Vercelli","Kyle Edmund",1,130,283
"Le Gosier","Kyle Edmund",0,0,NA
"Le Gosier","Kyle Edmund",1,0,NA
"Le Gosier","Kyle Edmund",1,0,NA
"Le Gosier","Kyle Edmund",1,0,NA
"ATP World Tour Masters 1000 Miami","Kyle Edmund",0,144,98
"Irving","Kyle Edmund",0,0,NA
"Irving","Kyle Edmund",1,0,NA
"Irving","Kyle Edmund",1,0,NA
"Irving","Kyle Edmund",1,0,NA
"Irving","Kyle Edmund",1,0,NA
"Irving","Kyle Edmund",1,0,NA
"Launceston","Kyle Edmund",0,144,531
"Burnie","Kyle Edmund",0,148,151
"Burnie","Kyle Edmund",1,148,351
"Burnie","Kyle Edmund",1,148,859
"Hong Kong","Kyle Edmund",1,0,NA
"Hong Kong","Kyle Edmund",1,0,NA
"Hong Kong","Kyle Edmund",1,0,NA
"Hong Kong","Kyle Edmund",1,0,NA
"Hong Kong","Kyle Edmund",1,0,NA
"Australian Open","Kyle Edmund",0,192,38
"Australian Open","Kyle Edmund",1,192,327
"Australian Open","Kyle Edmund",1,192,155
"Australian Open","Kyle Edmund",1,192,229
"Doha","Kyle Edmund",0,191,99
"Valencia","Santiago Giraldo",0,66,43
"Vienna","Santiago Giraldo",0,67,25
"Rennes","Santiago Giraldo",0,64,187
"Kuala Lumpur","Santiago Giraldo",0,65,41
"COL vs. JPN WG Play-Off","Santiago Giraldo",0,59,6
"COL vs. JPN WG Play-Off","Santiago Giraldo",1,59,124
"US Open","Santiago Giraldo",0,59,117
"Winston-Salem","Santiago Giraldo",0,59,35
"Winston-Salem","Santiago Giraldo",1,59,66
"ATP World Tour Masters 1000 Cincinnati","Santiago Giraldo",0,59,66
"ATP World Tour Masters 1000 Cincinnati","Santiago Giraldo",1,59,97
"Kitzbühel","Santiago Giraldo",0,67,39
"Kitzbühel","Santiago Giraldo",1,67,299
"Gstaad","Santiago Giraldo",0,59,18
"Gstaad","Santiago Giraldo",1,59,82
"Gstaad","Santiago Giraldo",1,59,83
"Umag","Santiago Giraldo",0,59,42
"Wimbledon","Santiago Giraldo",0,60,105
"Wimbledon","Santiago Giraldo",1,60,5
"Wimbledon","Santiago Giraldo",1,60,81
"Nottingham","Santiago Giraldo",0,60,44
"Nottingham","Santiago Giraldo",1,60,55
"Halle","Santiago Giraldo",0,62,27
"Prostejov","Santiago Giraldo",0,0,NA
"Prostejov","Santiago Giraldo",1,0,NA
"Roland Garros","Santiago Giraldo",0,64,18
"Roland Garros","Santiago Giraldo",1,64,52
"Geneva","Santiago Giraldo",0,67,60
"Geneva","Santiago Giraldo",1,67,10
"Geneva","Santiago Giraldo",1,67,70
"Geneva","Santiago Giraldo",1,67,92
"ATP World Tour Masters 1000 Rome","Santiago Giraldo",0,66,282
"ATP World Tour Masters 1000 Madrid","Santiago Giraldo",0,49,31
"Istanbul","Santiago Giraldo",0,50,63
"Istanbul","Santiago Giraldo",1,50,292
"Barcelona","Santiago Giraldo",0,31,5
"Barcelona","Santiago Giraldo",1,31,56
"Houston","Santiago Giraldo",0,32,46
"Houston","Santiago Giraldo",1,32,NA
"Houston","Santiago Giraldo",1,32,346
"ATP World Tour Masters 1000 Miami","Santiago Giraldo",0,31,4
"ATP World Tour Masters 1000 Miami","Santiago Giraldo",1,31,98
"ATP World Tour Masters 1000 Indian Wells","Santiago Giraldo",0,32,41
"URU vs. COL AGI 1st RD","Santiago Giraldo",0,32,23
"URU vs. COL AGI 1st RD","Santiago Giraldo",1,32,420
"Acapulco","Santiago Giraldo",0,32,43
"Acapulco","Santiago Giraldo",1,32,142
"Rio de Janeiro","Santiago Giraldo",0,33,66
"Sao Paulo","Santiago Giraldo",0,33,32
"Sao Paulo","Santiago Giraldo",1,33,26
"Sao Paulo","Santiago Giraldo",1,33,75
"Sao Paulo","Santiago Giraldo",1,33,184
"Quito","Santiago Giraldo",0,31,102
"Australian Open","Santiago Giraldo",0,32,38
"Australian Open","Santiago Giraldo",1,32,201
"Auckland","Santiago Giraldo",0,32,101
"Montevideo","Diego Schwartzman",0,73,108
"Montevideo","Diego Schwartzman",1,73,125
"Montevideo","Diego Schwartzman",1,73,246
"Montevideo","Diego Schwartzman",1,73,458
"Buenos Aires","Diego Schwartzman",0,72,279
"Guayaquil","Diego Schwartzman",0,77,164
"Guayaquil","Diego Schwartzman",1,77,221
"Guayaquil","Diego Schwartzman",1,77,282
"Guayaquil","Diego Schwartzman",1,77,217
"Guayaquil","Diego Schwartzman",1,77,139
"Santiago 2","Diego Schwartzman",0,75,138
"Santiago 2","Diego Schwartzman",1,75,185
"Corrientes","Diego Schwartzman",0,71,159
"Corrientes","Diego Schwartzman",1,71,118
"Corrientes","Diego Schwartzman",1,71,264
"Corrientes","Diego Schwartzman",1,71,317
"Corrientes","Diego Schwartzman",1,71,306
"Porto Alegre","Diego Schwartzman",0,77,94
"Porto Alegre","Diego Schwartzman",1,77,162
"Porto Alegre","Diego Schwartzman",1,77,161
"Porto Alegre","Diego Schwartzman",1,77,215
"Porto Alegre","Diego Schwartzman",1,77,477
"Campinas","Diego Schwartzman",0,80,146
"Campinas","Diego Schwartzman",1,80,152
"Campinas","Diego Schwartzman",1,80,197
"Campinas","Diego Schwartzman",1,80,217
"Campinas","Diego Schwartzman",1,80,246
"BEL vs. ARG WG SF","Diego Schwartzman",0,68,15
"US Open","Diego Schwartzman",0,74,8
"US Open","Diego Schwartzman",1,74,144
"Winston-Salem","Diego Schwartzman",0,75,35
"Winston-Salem","Diego Schwartzman",1,75,48
"Winston-Salem","Diego Schwartzman",1,75,76
"Kitzbühel","Diego Schwartzman",0,68,106
"Kitzbühel","Diego Schwartzman",1,68,54
"Hamburg","Diego Schwartzman",0,66,31
"Bastad","Diego Schwartzman",0,66,73
"ARG vs. SRB WG QF","Diego Schwartzman",0,65,96
"Wimbledon","Diego Schwartzman",0,64,29
"Nottingham","Diego Schwartzman",0,63,74
"Roland Garros","Diego Schwartzman",0,62,14
"Roland Garros","Diego Schwartzman",1,62,51
"ATP World Tour Masters 1000 Rome","Diego Schwartzman",0,62,68
"ATP World Tour Masters 1000 Rome","Diego Schwartzman",1,62,72
"ATP World Tour Masters 1000 Rome","Diego Schwartzman",1,62,121
"Istanbul","Diego Schwartzman",0,63,2
"Istanbul","Diego Schwartzman",1,63,50
"Istanbul","Diego Schwartzman",1,63,83
"Istanbul","Diego Schwartzman",1,63,77
"Bucharest","Diego Schwartzman",0,61,46
"ATP World Tour Masters 1000 Monte Carlo","Diego Schwartzman",0,64,35
"ATP World Tour Masters 1000 Monte Carlo","Diego Schwartzman",1,64,114
"ATP World Tour Masters 1000 Monte Carlo","Diego Schwartzman",1,64,604
"Casablanca","Diego Schwartzman",0,62,241
"ATP World Tour Masters 1000 Miami","Diego Schwartzman",0,61,52
"Irving","Diego Schwartzman",0,0,NA
"Irving","Diego Schwartzman",1,0,NA
"ATP World Tour Masters 1000 Indian Wells","Diego Schwartzman",0,63,2
"ATP World Tour Masters 1000 Indian Wells","Diego Schwartzman",1,63,51
"Buenos Aires","Diego Schwartzman",0,64,74
"Rio de Janeiro","Diego Schwartzman",0,62,63
"Sao Paulo","Diego Schwartzman",0,66,26
"Sao Paulo","Diego Schwartzman",1,66,68
"Australian Open","Diego Schwartzman",0,59,15
"Auckland","Diego Schwartzman",0,58,56
"Auckland","Diego Schwartzman",1,58,36
"Ortisei","Ricardas Berankis",1,82,99
"Ortisei","Ricardas Berankis",1,82,182
"Ortisei","Ricardas Berankis",1,82,151
"Ortisei","Ricardas Berankis",1,82,255
"Ortisei","Ricardas Berankis",1,82,251
"Eckental","Ricardas Berankis",0,76,237
"SLO vs. LTU EAGI Play-Off","Ricardas Berankis",0,75,175
"Moscow","Ricardas Berankis",0,72,118
"Moscow","Ricardas Berankis",1,72,90
"Tashkent","Ricardas Berankis",0,72,139
"Tashkent","Ricardas Berankis",1,72,114
"Tashkent","Ricardas Berankis",1,72,337
"Tashkent","Ricardas Berankis",1,72,441
"Beijing","Ricardas Berankis",0,74,464
"Shenzhen","Ricardas Berankis",0,72,219
"St. Petersburg","Ricardas Berankis",0,72,75
"LTU vs. UKR 1st. Rd. Play-Off","Ricardas Berankis",0,74,117
"LTU vs. UKR 1st. Rd. Play-Off","Ricardas Berankis",1,74,441
"US Open","Ricardas Berankis",0,78,15
"US Open","Ricardas Berankis",1,78,46
"Vancouver","Ricardas Berankis",0,77,150
"Washington","Ricardas Berankis",0,86,18
"Washington","Ricardas Berankis",1,86,53
"Washington","Ricardas Berankis",1,86,30
"Washington","Ricardas Berankis",1,86,76
"Atlanta","Ricardas Berankis",0,87,19
"Atlanta","Ricardas Berankis",1,87,48
"Atlanta","Ricardas Berankis",1,87,75
"Recanati","Ricardas Berankis",0,83,189
"Recanati","Ricardas Berankis",1,83,202
"Recanati","Ricardas Berankis",1,83,336
"Recanati","Ricardas Berankis",1,83,228
"Recanati","Ricardas Berankis",1,83,371
"Wimbledon","Ricardas Berankis",0,90,9
"Wimbledon","Ricardas Berankis",1,90,57
"Halle","Ricardas Berankis",0,92,20
"Halle","Ricardas Berankis",1,92,52
"Halle","Ricardas Berankis",1,92,115
"s-Hertogenbosch","Ricardas Berankis",0,93,106
"Prostejov","Ricardas Berankis",0,0,NA
"Roland Garros","Ricardas Berankis",0,93,54
"Geneva","Ricardas Berankis",0,92,67
"Heilbronn","Ricardas Berankis",0,91,150
"ATP World Tour Masters 1000 Madrid","Ricardas Berankis",0,91,65
"ATP World Tour Masters 1000 Madrid","Ricardas Berankis",1,91,113
"Estoril","Ricardas Berankis",0,81,101
"Barcelona","Ricardas Berankis",0,80,124
"Houston","Ricardas Berankis",0,80,72
"ATP World Tour Masters 1000 Miami","Ricardas Berankis",0,78,65
"POL vs. LTU EAGI 1st RD","Ricardas Berankis",0,76,51
"POL vs. LTU EAGI 1st RD","Ricardas Berankis",1,76,163
"Wroclaw","Ricardas Berankis",0,79,277
"Wroclaw","Ricardas Berankis",1,79,127
"Wroclaw","Ricardas Berankis",1,79,366
"Wroclaw","Ricardas Berankis",1,79,1418
"Zagreb","Ricardas Berankis",0,82,41
"Zagreb","Ricardas Berankis",1,82,36
"Zagreb","Ricardas Berankis",1,82,90
"Hong Kong","Ricardas Berankis",0,0,NA
"Australian Open","Ricardas Berankis",0,85,15
"Australian Open","Ricardas Berankis",1,85,84
"Chennai","Ricardas Berankis",0,83,22
"Chennai","Ricardas Berankis",1,83,148
"Yokohama","Taro Daniel",1,110,120
"Yokohama","Taro Daniel",1,110,116
"Yokohama","Taro Daniel",1,110,188
"Yokohama","Taro Daniel",1,110,315
"Yokohama","Taro Daniel",1,110,697
"Kobe","Taro Daniel",0,119,91
"Kobe","Taro Daniel",1,NA,145
"Kobe","Taro Daniel",1,119,226
"Kobe","Taro Daniel",1,119,184
"Kobe","Taro Daniel",1,119,648
"Valencia","Taro Daniel",0,120,26
"Valencia","Taro Daniel",1,NA,167
"Valencia","Taro Daniel",1,120,130
"Valencia","Taro Daniel",1,120,347
"Valencia","Taro Daniel",1,120,185
"Casablanca 2","Taro Daniel",0,128,90
"Casablanca 2","Taro Daniel",1,128,146
"Casablanca 2","Taro Daniel",1,128,224
"Casablanca 2","Taro Daniel",1,128,177
"Rome 2","Taro Daniel",0,124,207
"Trnava","Taro Daniel",0,122,275
"Trnava","Taro Daniel",1,122,814
"COL vs. JPN WG Play-Off","Taro Daniel",1,124,123
"COL vs. JPN WG Play-Off","Taro Daniel",0,124,59
"Barranquilla","Taro Daniel",0,0,NA
"Barranquilla","Taro Daniel",1,0,NA
"Barranquilla","Taro Daniel",1,0,NA
"US Open","Taro Daniel",0,110,139
"US Open","Taro Daniel",1,110,150
"US Open","Taro Daniel",1,NA,176
"Vancouver","Taro Daniel",0,NA,417
"Vancouver","Taro Daniel",1,108,129
"Aptos","Taro Daniel",0,112,85
"Aptos","Taro Daniel",1,112,166
"Aptos","Taro Daniel",1,112,219
"Hamburg","Taro Daniel",0,112,51
"Hamburg","Taro Daniel",1,112,328
"Hamburg","Taro Daniel",1,112,456
"Poznan","Taro Daniel",0,112,131
"Poznan","Taro Daniel",1,112,383
"Braunschweig","Taro Daniel",0,0,NA
"Braunschweig","Taro Daniel",1,0,NA
"Braunschweig","Taro Daniel",1,0,NA
"Braunschweig","Taro Daniel",1,0,NA
"Wimbledon","Taro Daniel",0,125,130
"Marburg","Taro Daniel",0,125,214
"Prague","Taro Daniel",0,125,123
"Prague","Taro Daniel",1,125,135
"Prague","Taro Daniel",1,125,213
"Furth","Taro Daniel",1,0,NA
"Furth","Taro Daniel",1,0,NA
"Furth","Taro Daniel",1,0,NA
"Furth","Taro Daniel",1,0,NA
"Furth","Taro Daniel",1,0,NA
"Roland Garros","Taro Daniel",0,168,34
"Roland Garros","Taro Daniel",1,168,249
"Roland Garros","Taro Daniel",1,NA,167
"Roland Garros","Taro Daniel",1,168,101
"Rome","Taro Daniel",0,169,89
"Rome","Taro Daniel",1,169,206
"Rome","Taro Daniel",1,169,155
"Vercelli","Taro Daniel",1,202,238
"Vercelli","Taro Daniel",1,202,198
"Vercelli","Taro Daniel",1,202,244
"Vercelli","Taro Daniel",1,202,188
"Vercelli","Taro Daniel",1,NA,240
"Mersin","Taro Daniel",0,202,146
"Mersin","Taro Daniel",1,NA,209
"Mersin","Taro Daniel",1,202,130
"Mersin","Taro Daniel",1,202,271
"Mersin","Taro Daniel",1,202,464
"Mersin","Taro Daniel",1,202,339
"Casablanca","Taro Daniel",0,213,76
"Casablanca","Taro Daniel",1,213,218
"Casablanca","Taro Daniel",1,213,281
"Casablanca","Taro Daniel",1,213,1695
"ATP World Tour Masters 1000 Miami","Taro Daniel",0,229,126
"ATP World Tour Masters 1000 Miami","Taro Daniel",1,229,106
"ATP World Tour Masters 1000 Indian Wells","Taro Daniel",0,219,161
"Quimper","Taro Daniel",0,216,127
"Cherbourg","Taro Daniel",0,220,196
"Cherbourg","Taro Daniel",1,220,114
"Marseille","Taro Daniel",0,220,103
"Marseille","Taro Daniel",1,220,235
"Montpellier","Taro Daniel",0,187,96
"Montpellier","Taro Daniel",1,187,239
"Montpellier","Taro Daniel",1,187,531
"Montpellier","Taro Daniel",1,187,346
"Australian Open","Taro Daniel",0,177,122
"Brisbane","Taro Daniel",0,176,123
"Brisbane","Taro Daniel",1,176,229
"Mouilleron Le Captif","Lucas Pouille",0,87,20
"Mouilleron Le Captif","Lucas Pouille",1,87,44
"Mouilleron Le Captif","Lucas Pouille",1,87,62
"Mouilleron Le Captif","Lucas Pouille",1,87,171
"Mouilleron Le Captif","Lucas Pouille",1,87,313
"ATP World Tour Masters 1000 Paris","Lucas Pouille",0,84,32
"Moscow","Lucas Pouille",0,70,27
"Moscow","Lucas Pouille",1,70,95
"Moscow","Lucas Pouille",1,70,59
"ATP World Tour Masters 1000 Shanghai","Lucas Pouille",0,68,614
"Beijing","Lucas Pouille",0,69,247
"Shenzhen","Lucas Pouille",0,69,39
"St. Petersburg","Lucas Pouille",0,75,23
"St. Petersburg","Lucas Pouille",1,75,66
"St. Petersburg","Lucas Pouille",1,75,72
"US Open","Lucas Pouille",0,65,139
"Winston-Salem","Lucas Pouille",0,65,439
"Winston-Salem","Lucas Pouille",1,65,221
"Hamburg","Lucas Pouille",0,85,32
"Hamburg","Lucas Pouille",1,85,42
"Hamburg","Lucas Pouille",1,85,38
"Hamburg","Lucas Pouille",1,85,124
"Hamburg","Lucas Pouille",1,85,189
"Hamburg","Lucas Pouille",1,85,152
"Poznan","Lucas Pouille",0,94,67
"Poznan","Lucas Pouille",1,94,131
"Poznan","Lucas Pouille",1,94,253
"Poznan","Lucas Pouille",1,94,158
"Todi","Lucas Pouille",0,0,NA
"Todi","Lucas Pouille",1,0,NA
"Wimbledon","Lucas Pouille",0,96,14
"Nottingham","Lucas Pouille",0,96,359
"London / Queen's Club","Lucas Pouille",0,97,55
"s-Hertogenbosch","Lucas Pouille",0,94,339
"Roland Garros","Lucas Pouille",0,90,13
"Nice","Lucas Pouille",0,91,24
"Nice","Lucas Pouille",1,91,72
"Bordeaux","Lucas Pouille",0,93,158
"Bordeaux","Lucas Pouille",1,93,159
"Bordeaux","Lucas Pouille",1,93,139
"Ostrava","Lucas Pouille",0,95,263
"Ostrava","Lucas Pouille",1,NA,219
"Ostrava","Lucas Pouille",1,95,868
"ATP World Tour Masters 1000 Monte Carlo","Lucas Pouille",0,108,5
"ATP World Tour Masters 1000 Monte Carlo","Lucas Pouille",1,108,44
"St. Brieuc","Lucas Pouille",0,113,124
"St. Brieuc","Lucas Pouille",1,113,308
"St. Brieuc","Lucas Pouille",1,113,299
"St. Brieuc","Lucas Pouille",1,113,320
"Raanana","Lucas Pouille",0,0,NA
"Dubai","Lucas Pouille",0,112,52
"Dubai","Lucas Pouille",1,112,256
"Dubai","Lucas Pouille",1,112,1848
"Bergamo","Lucas Pouille",0,112,175
"Bergamo","Lucas Pouille",1,112,281
"Bergamo","Lucas Pouille",1,112,187
"Montpellier","Lucas Pouille",0,115,28
"Montpellier","Lucas Pouille",1,115,117
"Australian Open","Lucas Pouille",0,117,19
"Auckland","Lucas Pouille",0,136,44
"Auckland","Lucas Pouille",1,136,61
"Auckland","Lucas Pouille",1,136,426
"Auckland","Lucas Pouille",0,136,63
"Auckland","Lucas Pouille",1,136,63
"Auckland","Lucas Pouille",1,136,97
"Brisbane","Lucas Pouille",0,NA,290
"Andria","Dudi Sela",0,107,125
"Andria","Dudi Sela",1,107,110
"Andria","Dudi Sela",1,107,492
"Andria","Dudi Sela",1,107,334
"Brescia","Dudi Sela",0,104,280
"Hua Hin","Dudi Sela",0,92,212
"Suzhou","Dudi Sela",1,113,257
"Suzhou","Dudi Sela",1,113,162
"Suzhou","Dudi Sela",1,113,230
"Suzhou","Dudi Sela",1,113,540
"Suzhou","Dudi Sela",1,113,899
"Ningbo","Dudi Sela",0,110,167
"Tashkent","Dudi Sela",0,114,72
"Tashkent","Dudi Sela",1,114,198
"Tashkent","Dudi Sela",1,114,399
"US Open","Dudi Sela",0,104,40
"Vancouver","Dudi Sela",1,130,136
"Vancouver","Dudi Sela",1,130,149
"Vancouver","Dudi Sela",1,130,150
"Vancouver","Dudi Sela",1,130,188
"Vancouver","Dudi Sela",1,130,227
"ATP World Tour Masters 1000 Canada","Dudi Sela",0,127,69
"Washington","Dudi Sela",0,125,77
"Atlanta","Dudi Sela",0,135,94
"Atlanta","Dudi Sela",1,135,63
"Atlanta","Dudi Sela",1,135,1041
"ISR vs. SLO EAGI 2nd Rd.","Dudi Sela",1,90,714
"Wimbledon","Dudi Sela",0,85,30
"Nottingham","Dudi Sela",0,85,23
"Nottingham","Dudi Sela",1,85,62
"Nottingham","Dudi Sela",1,85,94
"Nottingham","Dudi Sela",1,85,359
"Nottingham","Dudi Sela",1,85,309
"Ilkley","Dudi Sela",0,85,116
"Ilkley","Dudi Sela",1,85,307
"Ilkley","Dudi Sela",1,85,130
"Roland Garros","Dudi Sela",0,91,15
"Roland Garros","Dudi Sela",1,91,58
"Busan","Dudi Sela",0,86,257
"Batman","Dudi Sela",1,112,85
"Batman","Dudi Sela",1,112,264
"Batman","Dudi Sela",1,112,203
"Batman","Dudi Sela",1,112,636
"Batman","Dudi Sela",1,112,194
"Raanana","Dudi Sela",0,0,NA
"Irving","Dudi Sela",0,0,NA
"ATP World Tour Masters 1000 Indian Wells","Dudi Sela",0,109,941
"ROU vs. ISR EAGI 1st RD","Dudi Sela",0,108,168
"Delray Beach","Dudi Sela",0,90,370
"Montpellier","Dudi Sela",0,87,61
"Montpellier","Dudi Sela",1,87,183
"Australian Open","Dudi Sela",0,106,3
"Australian Open","Dudi Sela",1,106,30
"Australian Open","Dudi Sela",1,106,57
"ATP Challenger Tour Finals","Marco Cecchinato",1,89,76
"ATP Challenger Tour Finals","Marco Cecchinato",0,89,120
"ATP Challenger Tour Finals","Marco Cecchinato",0,89,186
"Mohammedia","Marco Cecchinato",0,82,338
