"name","location","start_date","end_date","draw","matches","surface","prize","score","round","winner","player","player_rank","opponent","opponent_rank","player1","player2","player3","player4","player5","opponent1","opponent2","opponent3","opponent4","opponent5","TBplayer1","TBplayer2","TBplayer3","TBplayer4","TBplayer5","TBopponent1","TBopponent2","TBopponent3","TBopponent4","TBopponent5"
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","67(7)/61/62/63","Round of 32",1,"Kei Nishikori",5,"Steve Johnson",38,6,6,6,6,NA,7,1,2,3,NA,7,NA,NA,NA,NA,9,NA,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","46/75/62/76","Round of 64",1,"Kei Nishikori",5,"Ivan Dodig",86,4,7,6,7,NA,6,5,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","64/76(1)/62","Round of 128",1,"Kei Nishikori",5,"Nicolas Almagro",69,6,7,6,NA,NA,4,6,2,NA,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA
"Brisbane","Brisbane, Australia",2015-01-05,2015-01-11,28,27,"Outdoor Hard","$494310","76(4)/67(4)/67(4)","Semi-Finals",0,"Kei Nishikori",5,"Milos Raonic",8,7,6,6,NA,NA,6,7,7,NA,NA,7,4,4,NA,NA,4,7,7,NA,NA
"Brisbane","Brisbane, Australia",2015-01-05,2015-01-11,28,27,"Outdoor Hard","$494310","60/64","Quarter-Finals",1,"Kei Nishikori",5,"Bernard Tomic",53,6,6,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brisbane","Brisbane, Australia",2015-01-05,2015-01-11,28,27,"Outdoor Hard","$494310","64/75","Round of 16",1,"Kei Nishikori",5,"Steve Johnson",37,6,7,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barclays ATP World Tour Finals","London, Great Britain",2015-11-16,2015-11-22,8,7,"Indoor Hard","$7000000","36/57","Round Robin",0,"Tomas Berdych",6,"Novak Djokovic",1,3,5,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barclays ATP World Tour Finals","London, Great Britain",2015-11-16,2015-11-22,8,7,"Indoor Hard","$7000000","57/63/36","Round Robin",0,"Tomas Berdych",6,"Kei Nishikori",8,5,6,3,NA,NA,7,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barclays ATP World Tour Finals","London, Great Britain",2015-11-16,2015-11-22,8,7,"Indoor Hard","$7000000","46/26","Round Robin",0,"Tomas Berdych",6,"Roger Federer",3,4,2,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Paris","Paris, France",2015-11-02,2015-11-08,48,47,"Indoor Hard","€3830295","67(3)/67(8)","Quarter-Finals",0,"Tomas Berdych",5,"Novak Djokovic",1,6,6,NA,NA,NA,7,7,NA,NA,NA,3,8,NA,NA,NA,7,10,NA,NA,NA
"ATP World Tour Masters 1000 Paris","Paris, France",2015-11-02,2015-11-08,48,47,"Indoor Hard","€3830295","63/64","Round of 16",1,"Tomas Berdych",5,"Jo-Wilfried Tsonga",10,6,6,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Paris","Paris, France",2015-11-02,2015-11-08,48,47,"Indoor Hard","€3830295","63/46/75","Round of 32",1,"Tomas Berdych",5,"Edouard Roger-Vasselin",149,6,4,7,NA,NA,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stockholm","Stockholm, Sweden",2015-10-19,2015-10-25,28,27,"Indoor Hard","€604155","76(1)/62","Finals",1,"Tomas Berdych",5,"Jack Sock",32,7,6,NA,NA,NA,6,2,NA,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA,NA
"Stockholm","Stockholm, Sweden",2015-10-19,2015-10-25,28,27,"Indoor Hard","€604155","61/(RET)","Semi-Finals",1,"Tomas Berdych",5,"Marcos Baghdatis",46,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stockholm","Stockholm, Sweden",2015-10-19,2015-10-25,28,27,"Indoor Hard","€604155","75/64","Quarter-Finals",1,"Tomas Berdych",5,"Grigor Dimitrov",26,7,6,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stockholm","Stockholm, Sweden",2015-10-19,2015-10-25,28,27,"Indoor Hard","€604155","63/64","Round of 16",1,"Tomas Berdych",5,"Alexander Zverev",83,6,6,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Shanghai","Shanghai, China",2015-10-12,2015-10-18,56,55,"Outdoor Hard","$7021335","16/36","Quarter-Finals",0,"Tomas Berdych",5,"Andy Murray",2,1,3,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Shanghai","Shanghai, China",2015-10-12,2015-10-18,56,55,"Outdoor Hard","$7021335","63/63","Round of 16",1,"Tomas Berdych",5,"Gilles Simon",14,6,6,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Shanghai","Shanghai, China",2015-10-12,2015-10-18,56,55,"Outdoor Hard","$7021335","76(3)/46/64","Round of 32",1,"Tomas Berdych",5,"Jack Sock",33,7,4,6,NA,NA,6,6,4,NA,NA,7,NA,NA,NA,NA,3,NA,NA,NA,NA
"Beijing","Beijing, China",2015-10-05,2015-10-11,32,31,"Outdoor Hard","$3944715","46/46","Round of 32",0,"Tomas Berdych",5,"Pablo Cuevas",37,4,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenzhen","Shenzhen, China",2015-09-28,2015-10-04,28,27,"Outdoor Hard","$668945","63/76(7)","Finals",1,"Tomas Berdych",5,"Guillermo Garcia-Lopez",29,6,7,NA,NA,NA,3,6,NA,NA,NA,NA,9,NA,NA,NA,NA,7,NA,NA,NA
"Shenzhen","Shenzhen, China",2015-09-28,2015-10-04,28,27,"Outdoor Hard","$668945","61/64","Semi-Finals",1,"Tomas Berdych",5,"Tommy Robredo",30,6,6,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenzhen","Shenzhen, China",2015-09-28,2015-10-04,28,27,"Outdoor Hard","$668945","63/62","Quarter-Finals",1,"Tomas Berdych",5,"Jiri Vesely",40,6,6,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenzhen","Shenzhen, China",2015-09-28,2015-10-04,28,27,"Outdoor Hard","$668945","75/63","Round of 16",1,"Tomas Berdych",5,"Austin Krajicek",128,7,6,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Petersburg","St. Petersburg, Russia",2015-09-21,2015-09-27,28,27,"Indoor Hard","$1091000","67(5)/46","Round of 16",0,"Tomas Berdych",5,"Simone Bolelli",63,6,4,NA,NA,NA,7,6,NA,NA,NA,5,NA,NA,NA,NA,7,NA,NA,NA,NA
"US Open","New York, NY, U.S.A.",2015-08-31,2015-09-13,128,127,"Outdoor Hard","$19852700","62/36/46/16","Round of 16",0,"Tomas Berdych",6,"Richard Gasquet",12,6,3,4,1,NA,2,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"US Open","New York, NY, U.S.A.",2015-08-31,2015-09-13,128,127,"Outdoor Hard","$19852700","67(2)/76(7)/63/63","Round of 32",1,"Tomas Berdych",6,"Guillermo Garcia-Lopez",31,6,7,6,6,NA,7,6,3,3,NA,2,9,NA,NA,NA,7,7,NA,NA,NA
"US Open","New York, NY, U.S.A.",2015-08-31,2015-09-13,128,127,"Outdoor Hard","$19852700","76(2)/61/63","Round of 64",1,"Tomas Berdych",6,"Jurgen Melzer",132,7,6,6,NA,NA,6,1,3,NA,NA,7,NA,NA,NA,NA,2,NA,NA,NA,NA
"US Open","New York, NY, U.S.A.",2015-08-31,2015-09-13,128,127,"Outdoor Hard","$19852700","63/62/64","Round of 128",1,"Tomas Berdych",6,"Bjorn Fratangelo",113,6,6,6,NA,NA,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.",2015-08-17,2015-08-23,56,55,"Outdoor Hard","$4457065","46/26","Quarter-Finals",0,"Tomas Berdych",6,"Alexandr Dolgopolov",66,4,2,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.",2015-08-17,2015-08-23,56,55,"Outdoor Hard","$4457065","60/61","Round of 16",1,"Tomas Berdych",6,"Tommy Robredo",26,6,6,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Cincinnati","Cincinnati, OH, U.S.A.",2015-08-17,2015-08-23,56,55,"Outdoor Hard","$4457065","62/63","Round of 32",1,"Tomas Berdych",6,"Thomaz Bellucci",33,6,6,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Canada","Montreal, Canada",2015-08-10,2015-08-16,56,55,"Outdoor Hard","$4178500","67(5)/36","Round of 32",0,"Tomas Berdych",6,"Donald Young",79,6,3,NA,NA,NA,7,6,NA,NA,NA,5,NA,NA,NA,NA,7,NA,NA,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","36/36/26","Round of 16",0,"Tomas Berdych",6,"Gilles Simon",13,3,3,2,NA,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","46/60/63/76(3)","Round of 32",1,"Tomas Berdych",6,"Pablo Andujar",37,4,6,6,7,NA,6,0,3,6,NA,NA,NA,NA,7,NA,NA,NA,NA,3,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","61/64/64","Round of 64",1,"Tomas Berdych",6,"Nicolas Mahut",66,6,6,6,NA,NA,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wimbledon","London, Great Britain",2015-06-29,2015-07-12,128,127,"Outdoor Grass","L12568000","62/67(8)/76(3)/76(5)","Round of 128",1,"Tomas Berdych",6,"Jeremy Chardy",38,6,6,7,7,NA,2,7,6,6,NA,NA,8,7,7,NA,NA,10,3,5,NA
"Halle","Halle, Germany",2015-06-15,2015-06-21,32,31,"Outdoor Grass","€1696645","57/76(8)/36","Quarter-Finals",0,"Tomas Berdych",6,"Ivo Karlovic",27,5,7,3,NA,NA,7,6,6,NA,NA,NA,10,NA,NA,NA,NA,8,NA,NA,NA
"Halle","Halle, Germany",2015-06-15,2015-06-21,32,31,"Outdoor Grass","€1696645","63/62","Round of 16",1,"Tomas Berdych",6,"Borna Coric",41,6,6,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Halle","Halle, Germany",2015-06-15,2015-06-21,32,31,"Outdoor Grass","€1696645","75/63","Round of 32",1,"Tomas Berdych",6,"Victor Estrella Burgos",49,7,6,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roland Garros","Paris, France",2015-05-25,2015-06-07,128,127,"Outdoor Clay","€13008000","36/26/76(5)/36","Round of 16",0,"Tomas Berdych",4,"Jo-Wilfried Tsonga",15,3,2,7,3,NA,6,6,6,6,NA,NA,NA,7,NA,NA,NA,NA,5,NA,NA
"Roland Garros","Paris, France",2015-05-25,2015-06-07,128,127,"Outdoor Clay","€13008000","61/67(5)/63/64","Round of 32",1,"Tomas Berdych",4,"Benoit Paire",71,6,6,6,6,NA,1,7,3,4,NA,NA,5,NA,NA,NA,NA,7,NA,NA,NA
"Roland Garros","Paris, France",2015-05-25,2015-06-07,128,127,"Outdoor Clay","€13008000","63/67(7)/63/63","Round of 64",1,"Tomas Berdych",4,"Radek Stepanek",129,6,6,6,6,NA,3,7,3,3,NA,NA,7,NA,NA,NA,NA,9,NA,NA,NA
"Roland Garros","Paris, France",2015-05-25,2015-06-07,128,127,"Outdoor Clay","€13008000","60/75/63","Round of 128",1,"Tomas Berdych",4,"Yoshihito Nishioka",146,6,7,6,NA,NA,0,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Rome","Rome, Italy",2015-05-11,2015-05-17,56,55,"Outdoor Clay","€3830295","36/36","Quarter-Finals",0,"Tomas Berdych",5,"Roger Federer",2,3,3,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Rome","Rome, Italy",2015-05-11,2015-05-17,56,55,"Outdoor Clay","€3830295","63/36/76(2)","Round of 16",1,"Tomas Berdych",5,"Fabio Fognini",31,6,3,7,NA,NA,3,6,6,NA,NA,NA,NA,7,NA,NA,NA,NA,2,NA,NA
"ATP World Tour Masters 1000 Rome","Rome, Italy",2015-05-11,2015-05-17,56,55,"Outdoor Clay","€3830295","62/64","Round of 32",1,"Tomas Berdych",5,"Matteo Donati",282,6,6,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Madrid","Madrid, Spain",2015-05-04,2015-05-10,56,55,"Outdoor Clay","€5113730","67(3)/16","Semi-Finals",0,"Tomas Berdych",7,"Rafael Nadal",4,6,1,NA,NA,NA,7,6,NA,NA,NA,3,NA,NA,NA,NA,7,NA,NA,NA,NA
"ATP World Tour Masters 1000 Madrid","Madrid, Spain",2015-05-04,2015-05-10,56,55,"Outdoor Clay","€5113730","36/76(7)/76(1)","Quarter-Finals",1,"Tomas Berdych",7,"John Isner",18,3,7,7,NA,NA,6,6,6,NA,NA,NA,9,7,NA,NA,NA,7,1,NA,NA
"ATP World Tour Masters 1000 Madrid","Madrid, Spain",2015-05-04,2015-05-10,56,55,"Outdoor Clay","€5113730","75/62","Round of 16",1,"Tomas Berdych",7,"Jo-Wilfried Tsonga",14,7,6,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Madrid","Madrid, Spain",2015-05-04,2015-05-10,56,55,"Outdoor Clay","€5113730","76(3)/75","Round of 32",1,"Tomas Berdych",7,"Richard Gasquet",23,7,7,NA,NA,NA,6,5,NA,NA,NA,7,NA,NA,NA,NA,3,NA,NA,NA,NA
"ATP World Tour Masters 1000 Monte Carlo","Monte-Carlo, Monaco",2015-04-13,2015-04-19,56,55,"Outdoor Clay","€3624045","57/64/36","Finals",0,"Tomas Berdych",8,"Novak Djokovic",1,5,6,3,NA,NA,7,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Monte Carlo","Monte-Carlo, Monaco",2015-04-13,2015-04-19,56,55,"Outdoor Clay","€3624045","61/64","Semi-Finals",1,"Tomas Berdych",8,"Gael Monfils",18,6,6,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Monte Carlo","Monte-Carlo, Monaco",2015-04-13,2015-04-19,56,55,"Outdoor Clay","€3624045","52/(RET)","Quarter-Finals",1,"Tomas Berdych",8,"Milos Raonic",6,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Monte Carlo","Monte-Carlo, Monaco",2015-04-13,2015-04-19,56,55,"Outdoor Clay","€3624045","76(7)/64","Round of 16",1,"Tomas Berdych",8,"Roberto Bautista Agut",16,7,6,NA,NA,NA,6,4,NA,NA,NA,9,NA,NA,NA,NA,7,NA,NA,NA,NA
"ATP World Tour Masters 1000 Monte Carlo","Monte-Carlo, Monaco",2015-04-13,2015-04-19,56,55,"Outdoor Clay","€3624045","64/76(2)","Round of 32",1,"Tomas Berdych",8,"Sergiy Stakhovsky",50,6,7,NA,NA,NA,4,6,NA,NA,NA,NA,7,NA,NA,NA,NA,2,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","46/46","Semi-Finals",0,"Tomas Berdych",9,"Andy Murray",4,4,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","63/64","Quarter-Finals",1,"Tomas Berdych",9,"Juan Monaco",46,6,6,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","63/32/(RET)","Round of 16",1,"Tomas Berdych",9,"Gael Monfils",19,6,3,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","67(4)/76(3)/61","Round of 32",1,"Tomas Berdych",9,"Bernard Tomic",29,6,7,6,NA,NA,7,6,1,NA,NA,4,7,NA,NA,NA,7,3,NA,NA,NA
"ATP World Tour Masters 1000 Miami","Miami, FL, U.S.A.",2015-03-23,2015-04-05,96,95,"Outdoor Hard","$6267755","63/64","Round of 64",1,"Tomas Berdych",9,"Hyeon Chung",121,6,6,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.",2015-03-09,2015-03-22,96,95,"Outdoor Hard","$7107445","46/06","Quarter-Finals",0,"Tomas Berdych",9,"Roger Federer",2,4,0,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.",2015-03-09,2015-03-22,96,95,"Outdoor Hard","$7107445","62/46/64","Round of 16",1,"Tomas Berdych",9,"Lukas Rosol",30,6,4,6,NA,NA,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.",2015-03-09,2015-03-22,96,95,"Outdoor Hard","$7107445","64/62","Round of 32",1,"Tomas Berdych",9,"Steve Johnson",44,6,6,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Indian Wells","Indian Wells, CA, U.S.A.",2015-03-09,2015-03-22,96,95,"Outdoor Hard","$7107445","61/64","Round of 64",1,"Tomas Berdych",9,"Sergiy Stakhovsky",50,6,6,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dubai","Dubai, U.A.E.",2015-02-23,2015-02-28,32,31,"Outdoor Hard","$2503810","06/75/46","Semi-Finals",0,"Tomas Berdych",8,"Novak Djokovic",1,0,7,4,NA,NA,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dubai","Dubai, U.A.E.",2015-02-23,2015-02-28,32,31,"Outdoor Hard","$2503810","63/46/62","Quarter-Finals",1,"Tomas Berdych",8,"Sergiy Stakhovsky",53,6,4,6,NA,NA,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dubai","Dubai, U.A.E.",2015-02-23,2015-02-28,32,31,"Outdoor Hard","$2503810","76(7)/57/60","Round of 16",1,"Tomas Berdych",8,"Simone Bolelli",52,7,5,6,NA,NA,6,7,0,NA,NA,9,NA,NA,NA,NA,7,NA,NA,NA,NA
"Dubai","Dubai, U.A.E.",2015-02-23,2015-02-28,32,31,"Outdoor Hard","$2503810","76(2)/64","Round of 32",1,"Tomas Berdych",8,"Jeremy Chardy",34,7,6,NA,NA,NA,6,4,NA,NA,NA,7,NA,NA,NA,NA,2,NA,NA,NA,NA
"Rotterdam","Rotterdam, Netherlands",2015-02-09,2015-02-15,32,31,"Indoor Hard","€1600855","64/36/46","Finals",0,"Tomas Berdych",7,"Stan Wawrinka",8,6,3,4,NA,NA,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rotterdam","Rotterdam, Netherlands",2015-02-09,2015-02-15,32,31,"Indoor Hard","€1600855","62/61","Semi-Finals",1,"Tomas Berdych",7,"Gilles Simon",19,6,6,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rotterdam","Rotterdam, Netherlands",2015-02-09,2015-02-15,32,31,"Indoor Hard","€1600855","61/64","Quarter-Finals",1,"Tomas Berdych",7,"Gael Monfils",21,6,6,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rotterdam","Rotterdam, Netherlands",2015-02-09,2015-02-15,32,31,"Indoor Hard","€1600855","60/36/63","Round of 16",1,"Tomas Berdych",7,"Andreas Seppi",35,6,3,6,NA,NA,0,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rotterdam","Rotterdam, Netherlands",2015-02-09,2015-02-15,32,31,"Indoor Hard","€1600855","61/75","Round of 32",1,"Tomas Berdych",7,"Tobias Kamke",99,6,7,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","76(6)/06/36/57","Semi-Finals",0,"Tomas Berdych",7,"Andy Murray",6,7,0,3,5,NA,6,6,6,7,NA,8,NA,NA,NA,NA,6,NA,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","62/60/76(5)","Quarter-Finals",1,"Tomas Berdych",7,"Rafael Nadal",3,6,6,7,NA,NA,2,0,6,NA,NA,NA,NA,7,NA,NA,NA,NA,5,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","62/76(3)/62","Round of 16",1,"Tomas Berdych",7,"Bernard Tomic",66,6,7,6,NA,NA,2,6,2,NA,NA,NA,7,NA,NA,NA,NA,3,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","64/63/64","Round of 32",1,"Tomas Berdych",7,"Viktor Troicki",54,6,6,6,NA,NA,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","76/62/62","Round of 64",1,"Tomas Berdych",7,"Jurgen Melzer",108,7,6,6,NA,NA,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Australian Open","Melbourne, Australia",2015-01-19,2015-02-01,128,127,"Outdoor Hard","A$17748600","63/76(1)/63","Round of 128",1,"Tomas Berdych",7,"Alejandro Falla",101,6,7,6,NA,NA,3,6,3,NA,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA
"Doha","Doha, Qatar",2015-01-05,2015-01-10,32,31,"Outdoor Hard","$1221320","46/57","Finals",0,"Tomas Berdych",7,"David Ferrer",10,4,5,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doha","Doha, Qatar",2015-01-05,2015-01-10,32,31,"Outdoor Hard","$1221320","62/63","Semi-Finals",1,"Tomas Berdych",7,"Andreas Seppi",45,6,6,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doha","Doha, Qatar",2015-01-05,2015-01-10,32,31,"Outdoor Hard","$1221320","62/61","Quarter-Finals",1,"Tomas Berdych",7,"Richard Gasquet",26,6,6,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doha","Doha, Qatar",2015-01-05,2015-01-10,32,31,"Outdoor Hard","$1221320","61/62","Round of 16",1,"Tomas Berdych",7,"Blaz Kavcic",99,6,6,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doha","Doha, Qatar",2015-01-05,2015-01-10,32,31,"Outdoor Hard","$1221320","61/64","Round of 32",1,"Tomas Berdych",7,"Denis Istomin",48,6,6,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barclays ATP World Tour Finals","London, Great Britain",2015-11-16,2015-11-22,8,7,"Indoor Hard","$7000000","76(2)/36/46","Round Robin",0,"David Ferrer",7,"Rafael Nadal",5,7,3,4,NA,NA,6,6,6,NA,NA,7,NA,NA,NA,NA,2,NA,NA,NA,NA
"Barclays ATP World Tour Finals","London, Great Britain",2015-11-16,2015-11-22,8,7,"Indoor Hard","$7000000","57/26","Round Robin",0,"David Ferrer",7,"Stan Wawrinka",4,5,2,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barclays ATP World Tour Finals","London, Great Britain",2015-11-16,2015-11-22,8,7,"Indoor Hard","$7000000","46/46","Round Robin",0,"David Ferrer",7,"Andy Murray",2,4,4,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Paris","Paris, France",2015-11-02,2015-11-08,48,47,"Indoor Hard","€3830295","46/36","Semi-Finals",0,"David Ferrer",8,"Andy Murray",3,4,3,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ATP World Tour Masters 1000 Paris","Paris, France",2015-11-02,2015-11-08,48,47,"Indoor Hard","€3830295","63/67(6)/62","Quarter-Finals",1,"David Ferrer",8,"John Isner",13,6,6,6,NA,NA,3,7,2,NA,NA,NA,6,NA,NA,NA,NA,8,NA,NA,NA
"ATP World Tour Masters 1000 Paris","Paris, France",2015-11-02,2015-11-08,48,47,"Indoor Hard","€3830295","67(4)/61/64","Round of 16",1,"David Ferrer",8,"Grigor Dimitrov",29,6,6,6,NA,NA,7,1,4,NA,NA,4,NA,NA,NA,NA,7,NA,NA,NA,NA
"ATP World Tour Masters 1000 Paris","Paris, France",2015-11-02,2015-11-08,48,47,"Indoor Hard","€3830295","62/62","Round of 32",1,"David Ferrer",8,"Alexandr Dolgopolov",37,6,6,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
